ID,Athlete_ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
202755,101841,Rafith Rodrguez Lleneres,M,27,190,75,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

24679,12925,Peter Bol,M,22,177,63,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

161245,80906,Hamada Mohamed Mohamed Ahmad,M,23,175,65,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

153874,77245,Brandon McBride,M,22,193,74,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

63905,32747,Manuel Benjamn Enzema Owo,M,27,170,63,Equatorial Guinea,GEQ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

63784,32679,Mark English,M,23,187,76,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

108876,55052,Charles Jock,M,26,191,75,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

62496,32000,Abdelati El-Guesse,M,23,187,64,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

244783,122554,Amel Tuka,M,25,187,77,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

5823,3280,Mohammed Aman Geleto,M,22,165,58,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

5838,3284,Alex Amankwah,M,24,NA,NA,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

84216,42790,Charel Grethen,M,24,180,65,Luxembourg,LUX,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

6262,3512,Nijel Carlos Amilfitano Amos,M,22,179,60,Botswana,BOT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

153821,77207,Francky-Edgard Mbotto,M,18,181,68,Central African Republic,CAF,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

114861,58177,Sho Kawamoto,M,23,175,68,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

164706,82708,Pol Moya Betriu,M,19,178,62,Andorra,AND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

7619,4247,Daniel Andjar Ponce,M,22,182,78,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

50320,25891,lvaro de Arriba Lpez,M,22,177,69,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

49644,25575,Klberson Davide,M,31,175,69,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

9688,5309,Andrs Arroyo,M,21,177,64,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

225739,113429,Hassan Ayanleh Souleiman,M,23,190,55,Djibouti,DJI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

223079,112038,Mostafa Al-Ismaili Smaili,M,19,174,63,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

180128,90519,Lutimar Abreu Paes,M,27,184,77,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,NA

